id,time,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms
AS14.13,2014-03-20,0.2875173962358836,12.843555555555556,36.632617224880384,47.911,0.0,0.0,0.0,52.243666666666655,41.467,0.0,0.0,0.0,0.0,1.0,0.8,0.2,6.4,47.598922646506736,1.0
AS14.14,2014-03-20,0.1544993577659663,121.69933201089846,43.30103804700041,95.1498212121212,0.0,0.0,0.0,20.921166666666664,52.27696983408748,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,7.0,64.8794820011915,1.0
AS14.15,2014-03-20,0.0297619047619047,30.6196,169.44940000000005,136.90179999999995,0.0,0.0,0.0,23.86422222222222,52.27696983408748,0.0,0.0,0.0,0.0,1.0,0.6,1.0,7.0,163.32712495327002,1.0
AS14.16,2014-03-20,0.0438382265359666,12.94868,12.215875,15.348,0.0,0.0,0.0,10.029,34.951,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,5.666666666666667,29.48735712255752,1.0
AS14.20,2014-03-20,0.12037250917791831,30.207857142857144,6.086,43.303,0.0,31.647,0.0,31.13633333333333,47.557,0.0,545.854,0.0,0.0,1.0,-1.0,1.0,7.0,73.88019995689392,1.0
AS14.30,2014-03-20,0.0822704081632655,6.272320754716981,45.711431818181815,193.0061,3.504636363636364,31.647,228.138,27.342153846153845,64.83966666666667,0.0,14.6865,6.231,0.0,1.0,0.3333333333333333,1.0,7.0,89.73841892384189,1.0
AS14.01,2014-03-21,0.1340501039893886,14.269172727272728,55.09552631578948,53.024,6.193,31.647,57.40200000000001,29.968875,75.14166666666667,70.41884615384616,280.27025000000003,23.029,0.0,1.0,0.2,0.2,6.2,153.665871795426,1.0
AS14.02,2014-03-21,0.2896279249001074,12.459793296089384,44.66321875,153.20133333333334,4.8488181818181815,31.647,142.77,9.486,16.16754166666667,24.572,280.27025000000003,14.629999999999999,0.0,1.0,-0.75,0.75,7.5,75.37737161565468,1.0
AS14.03,2014-03-21,0.16864947901758717,15.277727272727274,45.38786842105263,31.5339,4.8488181818181815,31.647,10.046,36.2392,50.92646875000001,47.49542307692309,280.27025000000003,14.629999999999999,0.0,1.0,1.0,2.0,9.0,33.299080018997195,1.0
AS14.05,2014-03-21,0.0501977228988561,17.121478260869566,31.491375,4.817846153846154,4.8488181818181815,0.0,98.52866666666667,10.7696,52.04962500000001,47.49542307692309,14.6865,14.629999999999999,0.0,1.0,0.0,1.0,7.25,34.45817044919189,1.0
AS14.07,2014-03-21,0.15795858392945072,14.96535,30.31673846153846,130.52083333333334,6.193,0.0,33.724000000000004,11.2845,92.9798,54.868,0.0,31.218,0.0,1.0,0.3333333333333333,1.0,7.0,87.86006521919498,1.0
AS14.08,2014-03-21,0.0089423023646526,17.988666666666667,47.64269230769231,80.01847820512819,0.0,0.0,10.046,7.454428571428571,24.66325,39.720000000000006,0.0,16.105333333333334,0.0,1.0,-0.4,0.6,6.6,46.85122950350652,1.0
AS14.09,2014-03-21,0.029570012631754378,7.32675,39.38970967741936,17.651902439024393,0.0,0.0,2.113,36.15133333333333,58.82152500000001,54.868,0.0,1.0099999999999998,0.0,1.0,0.0,1.0,7.0,73.36180485167152,1.0
AS14.13,2014-03-21,0.0846487121915733,11.086615384615383,77.60269230769231,111.30181818181818,0.0,0.0,2.113,10.9863,10.1743125,23.503,0.0,16.11111111111111,0.0,1.0,0.6,0.6,6.4,91.0457746344553,1.0
AS14.14,2014-03-21,0.1733855664203312,10.018126811594204,52.276892857142855,12.641705882352944,103.378,0.0,2.113,89.73276744186046,42.78542424242425,63.638,0.0,16.11111111111111,0.0,1.0,-0.6,0.4,6.4,57.10271195225095,1.0
AS14.15,2014-03-21,0.0692239858906525,34.28957142857143,21.691111111111116,47.198475501065154,103.378,0.0,3.01,7.0585,25.87432891414142,43.57050000000001,0.0,8.557666666666668,0.0,1.0,0.2,0.8,7.0,63.08615383735068,1.0
AS14.16,2014-03-21,0.060560360921981,6.480625,13.812111111111111,5.041,103.378,0.0,2.5614999999999997,35.98222519379845,62.6,43.57050000000001,0.0,1.0099999999999998,0.0,1.0,1.0,1.0,6.8,25.9119090817191,1.0
AS14.17,2014-03-21,0.1679744284544573,419.3917826086957,126.76647272727271,199.40485714285717,103.378,0.0,9.8412,9.0324,70.77939130434783,43.57050000000001,0.0,0.0,0.0,1.0,0.8,1.0,7.4,90.14679309417454,1.0
AS14.19,2014-03-21,0.109655017921147,64.27664516129032,350.43492857142854,72.36252100840335,103.378,0.0,6.4256,29.26725,5.037,63.638,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,4.666666666666667,385.1698888937633,0.0
AS14.20,2014-03-21,0.10185344829705945,30.088,128.17615588023085,102.22292857142855,0.0,0.0,6.4256,15.119383333333332,46.138797101449285,0.0,0.0,0.0,0.0,1.0,0.25,0.25,7.0,30.0939998626709,0.0
AS14.30,2014-03-21,0.2122594681147312,7.811123966942149,34.162725274725275,214.1043,0.0,0.0,9.8412,66.96757142857143,168.5434,0.0,15.45,9.690555555555555,0.0,1.0,-0.4,1.2,7.8,100.26187754407218,1.0
AS14.01,2014-03-22,0.2368802192399581,7.781159574468085,51.6970625,46.662,7.025333333333333,0.0,9.8412,14.020428571428573,36.636,37.305,15.45,39.207,0.0,1.0,0.6,0.5,6.4,47.61365115919778,1.0
AS14.02,2014-03-22,0.4460436868329013,9.019934579439251,21.79124705882353,36.82838888888889,7.025333333333333,0.0,0.0,10.801,10.754394736842109,20.01582051282051,15.45,24.448777777777778,0.0,1.0,-1.0,-0.5,6.5,35.13686112452438,1.0
AS14.03,2014-03-22,0.1913883086450861,12.686526315789472,13.099857142857145,53.63731506849315,7.025333333333333,0.0,0.0,14.869333333333332,71.97793157894738,24.07785714285714,15.45,4.35,0.0,1.0,0.8,1.0,7.8,36.7157916724682,1.0
AS14.05,2014-03-22,0.0185609923352061,6.5205,37.881689655172416,16.048025000000003,7.025333333333333,0.0,0.0,10.73190909090909,71.97793157894738,27.132892551892553,15.45,7.036,0.0,1.0,-2.0,-1.0,3.75,36.860816318161646,1.0
AS14.07,2014-03-22,0.22321830176328794,15.005485714285715,38.89967272727273,309.7326666666667,7.025333333333333,0.0,0.0,71.54400000000001,116.87118181818182,307.123,114.432,16.864333333333338,0.0,1.0,-0.4,0.0,6.0,81.62830370797055,1.0
AS14.08,2014-03-22,0.0222314544523495,3.519,173.16088,104.06159890601218,0.0,0.0,0.0,6.165285714285714,37.72975,89.938,114.432,16.075,0.0,1.0,-0.4,0.8,6.4,41.26638096854799,1.0
AS14.09,2014-03-22,0.0628472222222222,21.294285714285717,41.3393076923077,28.613447204968946,0.0,0.0,4.436333333333333,18.378875,61.284000000000006,64.43900000000001,114.432,1.003,3.02,1.0,0.0,0.6666666666666666,7.0,52.87911236687992,1.0
AS14.13,2014-03-22,0.0939734996186608,21.52597674418605,44.1159274611399,67.16714705882353,0.0,0.0,4.436333333333333,23.7234,38.51923529411765,153.83333333333334,114.432,8.038000000000002,3.02,0.0,1.4,1.6,8.4,76.0997345668298,0.0
AS14.14,2014-03-22,0.0960004667169809,18.44020512820513,53.908433333333335,35.568705882352944,46.83466666666666,0.0,4.436333333333333,39.65675,35.13360377358491,153.83333333333334,114.432,4.044333333333333,3.02,0.0,-0.6,0.0,5.8,63.083335051831504,0.0
AS14.15,2014-03-22,0.0710591929079324,25.5808,40.255,43.78310004871514,46.83466666666666,0.0,4.436333333333333,22.17,43.16664726692565,77.1885,0.0,7.04077777777778,3.02,0.0,-0.4,1.0,7.0,51.22757148742676,0.0
AS14.16,2014-03-22,0.0667704125720945,7.947636363636363,37.9042,46.721,46.83466666666666,0.0,4.436333333333333,10.077,15.412,64.43900000000001,0.0,2.5236666666666707,3.02,1.0,0.5,0.75,6.5,231.15819997787477,1.0
AS14.17,2014-03-22,0.1927695875539844,32.6534262295082,107.2595806451613,277.75966666666665,46.83466666666666,0.0,0.0,23.9475,58.95165217391304,21.57466666666667,0.0,17.126,0.0,1.0,0.4,0.8,7.4,67.94000000845297,1.0
AS14.19,2014-03-22,0.0865792686124129,33.78969791666667,40.95351111111111,120.01645751633986,46.83466666666666,0.0,0.0,32.001999999999995,35.8065,21.57466666666667,0.0,10.585166666666671,0.0,1.0,-1.4,0.4,6.6,55.3028953546702,1.0
AS14.20,2014-03-22,0.007716049382716,14.9355,16.788958333333333,162.2403333333333,0.0,0.0,0.0,14.5595,3.013,21.57466666666667,214.219,17.126,0.0,1.0,1.0,0.5,7.5,48.91609375923873,1.0
AS14.23,2014-03-22,0.3713608957795003,25.2416875,24.304155844155844,34.47252380952381,0.0,0.0,0.0,21.051571428571428,82.80375,21.57466666666667,67.17969047619047,17.126,0.0,1.0,0.0,1.0,7.0,59.18633335096796,1.0
AS14.30,2014-03-22,0.2207906710084327,13.359226804123711,106.13534567901236,128.22062499999998,0.0,0.0,0.0,54.6509,158.66225,21.57466666666667,24.109333333333336,5.725692307692308,0.0,1.0,-0.8,1.0,7.6,159.61101098637005,1.0
AS14.01,2014-03-23,0.1427411158050636,12.134396226415095,53.4420306122449,31.448666666666668,10.85075,0.0,0.0,12.137166666666667,50.04661111111111,0.0,101.83600793650794,30.086,30.386,1.0,0.2,0.8,6.8,67.06764357868985,1.0
AS14.02,2014-03-23,0.2696971570335323,7.645350427350427,36.79798,22.82929411764706,10.85075,0.0,0.0,15.46625,19.110444444444443,23.833754716981133,101.83600793650794,17.905846153846156,30.386,1.0,-1.0,0.0,6.25,32.11721277067848,1.0
AS14.03,2014-03-23,0.1002466983942117,12.962526315789477,31.31504166666667,20.98061445783132,36.364,0.0,40.4995,15.7205625,77.65576388888888,34.425625000000004,45.64451190476191,17.905846153846156,44.854,1.0,-0.2,1.2,8.2,43.14817949237987,1.0
AS14.05,2014-03-23,0.085242897248086,33.683,56.47937254901961,16.289978260869567,23.607374999999998,0.0,40.4995,11.409625,75.93976851851852,29.12968985849057,24.109333333333336,17.905846153846156,37.62,1.0,-1.4,-1.0,4.4,84.93225532389702,1.0
AS14.07,2014-03-23,0.14948196712022344,20.64078787878788,23.68440307692308,105.466,23.607374999999998,0.0,40.4995,28.33375,51.10233333333333,29.12968985849057,0.0,30.086,37.62,1.0,0.0,1.5,7.75,35.798729813726325,1.0
AS14.08,2014-03-23,0.0421848253883105,5.0705294117647055,23.2698125,41.391471709087,36.364,0.0,40.4995,38.614222222222224,73.31522727272727,40.405125,0.0,20.61275,44.854,1.0,-0.2,0.8,7.2,36.17318421915958,1.0
AS14.09,2014-03-23,0.0333333333333333,15.75021052631579,39.8471625,21.40659887005649,36.364,0.0,40.4995,11.399833333333332,18.333,38.7176,0.0,1.018,44.854,1.0,0.75,0.25,6.75,96.76054053693208,1.0
AS14.13,2014-03-23,0.1191626338685162,25.838733333333334,37.44703846153846,57.45163636363637,0.0,0.0,0.0,28.81218181818182,49.8266,39.5613625,19.359,10.815375000000005,0.0,1.0,1.6,1.0,7.4,62.16453333582194,1.0
AS14.14,2014-03-23,0.0664366525273635,20.442762845849803,52.61022950819672,15.02747619047619,79.81200000000001,0.0,0.0,25.40075,36.44881081081081,39.5613625,19.359,10.815375000000005,0.0,1.0,-0.6,0.2,6.0,50.22655368255358,1.0
AS14.15,2014-03-23,0.1449275362318841,7.39775,522.718,31.295237141389702,79.81200000000001,0.0,0.0,10.102,44.48090952088452,39.5613625,19.359,10.815375000000005,0.0,1.0,0.2,1.0,7.0,187.48066671689364,1.0
AS14.16,2014-03-23,0.0684523809523809,7.888454545454545,29.21357142857143,60.419,13.047,0.0,0.0,11.562,63.77133333333333,38.7176,19.359,1.018,0.0,1.0,0.0,1.0,7.0,72.63540003299708,1.0
AS14.17,2014-03-23,0.0700927019004037,32.87578082191781,62.44128888888889,107.28045,46.429500000000004,0.0,0.0,7.0372,51.80806666666667,16.905250000000002,19.359,0.0,0.0,1.0,0.8,0.8,7.4,88.28912902262907,1.0
AS14.19,2014-03-23,0.0294604386995691,15.471864864864866,25.216900000000003,60.90897539682541,46.429500000000004,0.0,0.0,13.00525,67.619,16.905250000000002,0.0,0.0,0.0,1.0,-0.8,0.8,7.0,45.28731812130322,1.0
AS14.20,2014-03-23,0.0432098765432098,15.470666666666668,43.84073333333333,48.255,13.047,0.0,0.0,13.1584,61.06613333333335,16.905250000000002,22.147,0.0,0.0,1.0,0.8,0.8,7.6,46.09140000343315,1.0
AS14.23,2014-03-23,0.2179961524600134,19.090642857142857,34.9819705882353,40.168655172413786,13.047,0.0,0.0,16.6455,157.36483625730995,16.905250000000002,54.863200000000006,10.601,0.0,1.0,-0.4,1.0,7.0,253.17555945069623,1.0
AS14.26,2014-03-23,0.090189792400799,20.727238802648046,41.62022320261435,65.23470172413795,0.0,0.0,0.0,12.461587499999997,92.26396764132555,16.905250000000002,38.5051,10.601,0.0,1.0,0.5,1.0,7.5,108.21085164951542,1.0
AS14.30,2014-03-23,0.1212586113947738,9.411686868686868,79.57608064516128,257.9575454545454,0.0,0.0,0.0,132.56283333333332,158.74345,0.0,25.7045,7.641599999999999,22.074,1.0,-0.6,1.0,7.8,276.3887413657943,1.0
AS14.01,2014-03-24,0.0789610561155979,4.982505747126437,47.541687179487184,122.121375,5.684333333333334,0.0,3.01,11.093000000000002,74.9680465116279,83.961,34.23823333333333,89.366,22.074,1.0,0.8,0.0,6.0,76.77219898238471,1.0
AS14.02,2014-03-24,0.1561246625014999,12.061752808988764,48.58356451612903,48.36481818181819,5.684333333333334,0.0,3.01,16.3616,17.90776923076923,83.961,40.28385,35.86953333333334,22.074,1.0,0.2,-0.2,6.4,22.49308129636253,1.0
AS14.03,2014-03-24,0.090740222421567,13.178,36.227555555555554,33.11900847457627,15.031000000000002,0.0,25.065,40.52461904761905,83.87308858079906,83.961,11.064,5.136,22.074,1.0,-0.6,1.4,7.8,49.98436799621583,1.0
AS14.05,2014-03-24,0.0065358720727085,159.69785714285717,96.12292105263155,34.64125,10.357666666666669,0.0,14.037500000000001,24.814,83.87308858079906,83.961,49.969,153.627,22.074,1.0,-2.0,-1.0,3.75,160.26711541872757,1.0
AS14.06,2014-03-24,0.043431899641577,10.87375,37.94875862068966,16.02055223880597,10.357666666666669,0.0,14.037500000000001,27.5435,41.75671428571429,83.961,30.5165,82.70966666666666,0.0,1.0,-1.0,0.0,7.0,73.77220587169424,1.0
AS14.07,2014-03-24,0.0742081641593381,19.365986666666668,17.907654970760234,102.671,15.031000000000002,0.0,25.065,94.3225,106.759,58.215,30.5165,79.3815,0.0,1.0,0.5,1.0,8.0,32.4538529325934,1.0
AS14.08,2014-03-24,0.0463079127626616,2.4045,17.641363636363636,46.612952678345565,15.031000000000002,0.0,25.065,7.431857142857142,44.74242105263158,58.215,30.5165,5.531499999999999,0.0,1.0,-0.8,1.0,6.8,59.63615150885151,1.0
AS14.09,2014-03-24,0.0791666666666666,8.608285714285715,36.6488488372093,6.066676136363636,10.8984,0.0,2.0455,13.938833333333337,50.17527777777778,20.87908333333333,29.518363636363635,6.888999999999999,0.0,1.0,0.5,0.5,7.25,55.42041122133486,1.0
AS14.13,2014-03-24,0.3074129857071034,14.831391304347829,33.76756989247312,52.46077777777778,10.8984,0.0,2.0455,10.88,26.577571428571428,39.547041666666665,29.518363636363635,6.210250000000002,0.0,1.0,1.0,1.8,8.8,52.09096667236752,1.0
AS14.14,2014-03-24,0.0818347795982825,14.180410041841004,58.375983193277314,51.67622222222222,43.422450000000005,0.0,2.0455,48.786,38.02468,42.0058,29.518363636363635,6.210250000000002,0.0,1.0,-1.0,0.25,6.5,63.687406093336,1.0
AS14.15,2014-03-24,0.0,23.52518181818182,12.735666666666669,36.73455871212121,27.160425000000004,0.0,21.464,8.046,39.87998756474521,31.442441666666667,29.518363636363635,6.210250000000002,0.0,1.0,1.0,0.8,7.0,54.4324999650319,0.0
AS14.16,2014-03-24,0.1073128770739064,6.160416666666666,22.2792,36.73455871212121,3.016,0.0,11.754749999999998,10.417,81.677,31.442441666666667,29.518363636363635,6.888999999999999,0.0,1.0,0.0,0.8,6.4,30.60126668612164,0.0
AS14.17,2014-03-24,0.1694087382927945,10.46635294117647,21.261043859649124,80.2191111111111,23.219225,0.0,21.464,7.2388,67.10884210526315,43.1324375,0.0,14.046333333333331,0.0,1.0,0.6666666666666666,0.6666666666666666,7.0,94.87572222285804,0.0
AS14.19,2014-03-24,0.1138894460613641,6.991945454545455,53.6631875,4.354166666666667,23.219225,0.0,21.464,10.6822,62.27017403508773,42.56911875,0.0,14.046333333333331,0.0,1.0,-0.4,0.4,6.0,34.02061906315032,0.0
AS14.20,2014-03-24,0.0333333333333333,7.24425,45.08805882352941,81.4945,3.016,445.804,21.464,14.054,45.656400000000005,43.1324375,954.654,14.046333333333331,0.0,1.0,-0.2,0.4,6.8,125.94463155144156,1.0
AS14.23,2014-03-24,0.3554132307808778,26.189233009708737,18.44596,141.3785,3.016,445.804,0.0,23.353526315789477,43.826241379310346,39.085,28.0964,3.016,0.0,1.0,-0.2,-0.2,5.8,46.077979512879104,1.0
